1,2,3,BIO
77037,Sentence: 2639,싫,O
77038,Sentence: 2639,음,O
77039,Sentence: 2640,멋,O
77040,Sentence: 2640,진,O
77041,Sentence: 2640,청,O
77042,Sentence: 2640,년,O
77043,Sentence: 2640,ㅋ,O
77044,Sentence: 2640,ㅋ,O
77045,Sentence: 2640,ㅋ,O
77046,Sentence: 2640,ㅋ,O
77047,Sentence: 2640,예,O
77048,Sentence: 2640,쁜,O
77049,Sentence: 2640,청,O
77050,Sentence: 2640,년,O
77051,Sentence: 2640,만,O
77052,Sentence: 2640,났,O
77053,Sentence: 2640,다,O
77054,Sentence: 2640,면,O
77055,Sentence: 2640,존,B
77056,Sentence: 2640,나,I
77057,Sentence: 2640,게,O
77058,Sentence: 2640,들,O
77059,Sentence: 2640,고,O
77060,Sentence: 2640,일,O
77061,Sentence: 2640,어,O
77062,Sentence: 2640,날,O
77063,Sentence: 2640,거,O
77064,Sentence: 2640,면,O
77065,Sentence: 2640,서,O
77066,Sentence: 2640,성,O
77067,Sentence: 2640,평,O
77068,Sentence: 2640,등,O
77069,Sentence: 2640,운,O
77070,Sentence: 2640,운,O
77071,Sentence: 2640,하,O
77072,Sentence: 2640,노,B
77073,Sentence: 2640,성,O
77074,Sentence: 2640,범,O
77075,Sentence: 2640,죄,O
77076,Sentence: 2640,자,O
77077,Sentence: 2640,정,O
77078,Sentence: 2640,당,O
77079,Sentence: 2640,새,B
77080,Sentence: 2640,끼,I
77081,Sentence: 2640,들,O
77082,Sentence: 2641,아,O
77083,Sentence: 2641,니,O
77084,Sentence: 2641,대,O
77085,Sentence: 2641,체,O
77086,Sentence: 2641,멸,O
77087,Sentence: 2641,공,O
77088,Sentence: 2641,자,O
77089,Sentence: 2641,체,O
77090,Sentence: 2641,가,O
77091,Sentence: 2641,뭐,O
77092,Sentence: 2641,가,O
77093,Sentence: 2641,문,O
77094,Sentence: 2641,제,O
77095,Sentence: 2641,라,O
77096,Sentence: 2641,는,O
77097,Sentence: 2641,거,O
77098,Sentence: 2641,야,O
77099,Sentence: 2641,그,O
77100,Sentence: 2641,리,O
77101,Sentence: 2641,고,O
77102,Sentence: 2641,멸,O
77103,Sentence: 2641,치,O
77104,Sentence: 2641,콩,O
77105,Sentence: 2641,장,O
77106,Sentence: 2641,보,O
77107,Sentence: 2641,는,O
77108,Sentence: 2641,사,O
77109,Sentence: 2641,진,O
77110,Sentence: 2641,이,O
77111,Sentence: 2641,전,O
77112,Sentence: 2641,쟁,O
77113,Sentence: 2641,도,O
77114,Sentence: 2641,발,O
77115,Sentence: 2641,이,O
77116,Sentence: 2641,라,O
77117,Sentence: 2641,고,O
77118,Sentence: 2641,매,O
77119,Sentence: 2641,일,O
77120,Sentence: 2641,같,O
77121,Sentence: 2641,이,O
77122,Sentence: 2641,미,O
77123,Sentence: 2641,사,O
77124,Sentence: 2641,일,O
77125,Sentence: 2641,쏘,O
77126,Sentence: 2641,는,O
77127,Sentence: 2641,북,O
77128,Sentence: 2641,한,O
77129,Sentence: 2641,보,O
77130,Sentence: 2641,다,O
77131,Sentence: 2641,이,O
77132,Sentence: 2641,게,O
77133,Sentence: 2641,더,O
77134,Sentence: 2641,위,O
77135,Sentence: 2641,험,O
77136,Sentence: 2641,한,O
77137,Sentence: 2641,행,O
77138,Sentence: 2641,동,O
77139,Sentence: 2641,임,O
77140,Sentence: 2641,ㅋ,O
77141,Sentence: 2641,ㅋ,O
77142,Sentence: 2641,ㅋ,O
77143,Sentence: 2641,ㅋ,O
77144,Sentence: 2641,ㅋ,O
77145,Sentence: 2641,ㅋ,O
77146,Sentence: 2641,ㅋ,O
77147,Sentence: 2641,ㅋ,O
77148,Sentence: 2641,ㅋ,O
77149,Sentence: 2641,ㅋ,O
77150,Sentence: 2641,ㅋ,O
77151,Sentence: 2641,ㅋ,O
77152,Sentence: 2641,ㅋ,O
77153,Sentence: 2641,ㅋ,O
77154,Sentence: 2641,ㅋ,O
77155,Sentence: 2641,ㅋ,O
77156,Sentence: 2641,ㅋ,O
77157,Sentence: 2641,ㅋ,O
77158,Sentence: 2641,ㅋ,O
77159,Sentence: 2641,ㅋ,O
77160,Sentence: 2641,ㅋ,O
77161,Sentence: 2641,ㅋ,O
77162,Sentence: 2641,ㅋ,O
77163,Sentence: 2641,ㅋ,O
77164,Sentence: 2641,ㅋ,O
77165,Sentence: 2641,ㅋ,O
77166,Sentence: 2641,ㅋ,O
77167,Sentence: 2641,ㅋ,O
77168,Sentence: 2641,ㅋ,O
77169,Sentence: 2641,ㅋ,O
77170,Sentence: 2641,ㅋ,O
77171,Sentence: 2641,ㅋ,O
77172,Sentence: 2641,ㅋ,O
77173,Sentence: 2641,ㅋ,O
77174,Sentence: 2641,ㅋ,O
77175,Sentence: 2641,ㅋ,O
77176,Sentence: 2641,ㅋ,O
77177,Sentence: 2641,ㅋ,O
77178,Sentence: 2641,ㅋ,O
77179,Sentence: 2641,ㅋ,O
77180,Sentence: 2641,ㅋ,O
77181,Sentence: 2641,ㅋ,O
77182,Sentence: 2641,ㅋ,O
77183,Sentence: 2641,ㅋ,O
77184,Sentence: 2641,ㅋ,O
77185,Sentence: 2641,ㅋ,O
77186,Sentence: 2641,ㅋ,O
77187,Sentence: 2641,ㅋ,O
77188,Sentence: 2641,ㅋ,O
77189,Sentence: 2641,ㅋ,O
77190,Sentence: 2641,ㅋ,O
77191,Sentence: 2641,ㅋ,O
77192,Sentence: 2641,ㅋ,O
77193,Sentence: 2641,ㅋ,O
77194,Sentence: 2641,ㅋ,O
77195,Sentence: 2641,ㅋ,O
77196,Sentence: 2641,ㅋ,O
77197,Sentence: 2641,ㅋ,O
77198,Sentence: 2641,ㅋ,O
77199,Sentence: 2641,ㅋ,O
77200,Sentence: 2641,ㅋ,O
77201,Sentence: 2641,ㅋ,O
77202,Sentence: 2641,ㅋ,O
77203,Sentence: 2641,ㅋ,O
77204,Sentence: 2641,ㅋ,O
77205,Sentence: 2641,ㅋ,O
77206,Sentence: 2641,ㅋ,O
77207,Sentence: 2641,ㅋ,O
77208,Sentence: 2641,ㅋ,O
77209,Sentence: 2641,ㅋ,O
77210,Sentence: 2641,ㅋ,O
77211,Sentence: 2641,ㅋ,O
77212,Sentence: 2641,ㅋ,O
77213,Sentence: 2641,ㅋ,O
77214,Sentence: 2641,ㅋ,O
77215,Sentence: 2641,ㅋ,O
77216,Sentence: 2642,멸,O
77217,Sentence: 2642,공,O
77218,Sentence: 2642,이,O
77219,Sentence: 2642,란,O
77220,Sentence: 2642,약,O
77221,Sentence: 2642,이,O
77222,Sentence: 2642,있,O
77223,Sentence: 2642,었,O
77224,Sentence: 2642,다,O
77225,Sentence: 2642,아,O
77226,Sentence: 2642,주,O
77227,Sentence: 2642,오,O
77228,Sentence: 2642,래,O
77229,Sentence: 2642,전,O
77230,Sentence: 2642,에,O
77231,Sentence: 2642,출,O
77232,Sentence: 2642,시,O
77233,Sentence: 2642,된,O
77234,Sentence: 2642,약,O
77235,Sentence: 2642,이,O
77236,Sentence: 2642,라,O
77237,Sentence: 2642,최,O
77238,Sentence: 2642,근,O
77239,Sentence: 2642,에,O
77240,Sentence: 2642,는,O
77241,Sentence: 2642,약,O
77242,Sentence: 2642,효,O
77243,Sentence: 2642,는,O
77244,Sentence: 2642,커,O
77245,Sentence: 2642,녕,O
77246,Sentence: 2642,잊,O
77247,Sentence: 2642,혀,O
77248,Sentence: 2642,진,O
77249,Sentence: 2642,약,O
77250,Sentence: 2642,이,O
77251,Sentence: 2642,라,O
77252,Sentence: 2642,구,O
77253,Sentence: 2642,석,O
77254,Sentence: 2642,에,O
77255,Sentence: 2642,처,O
77256,Sentence: 2642,박,O
77257,Sentence: 2642,혀,O
77258,Sentence: 2642,있,O
77259,Sentence: 2642,던,O
77260,Sentence: 2642,낡,O
77261,Sentence: 2642,은,O
77262,Sentence: 2642,약,O
77263,Sentence: 2642,이,O
77264,Sentence: 2642,였,O
77265,Sentence: 2642,다,O
77266,Sentence: 2642,어,O
77267,Sentence: 2642,느,O
77268,Sentence: 2642,날,O
77269,Sentence: 2642,부,O
77270,Sentence: 2642,잣,O
77271,Sentence: 2642,집,O
77272,Sentence: 2642,도,O
77273,Sentence: 2642,련,O
77274,Sentence: 2642,님,O
77275,Sentence: 2642,이,O
77276,Sentence: 2642,어,O
77277,Sentence: 2642,이,O
77278,Sentence: 2642,거,O
77279,Sentence: 2642,무,O
77280,Sentence: 2642,슨,O
77281,Sentence: 2642,약,O
77282,Sentence: 2642,이,O
77283,Sentence: 2642,지,O
77284,Sentence: 2642,한,O
77285,Sentence: 2642,번,O
77286,Sentence: 2642,뿌,O
77287,Sentence: 2642,려,O
77288,Sentence: 2642,보,O
77289,Sentence: 2642,자,O
77290,Sentence: 2642,했,O
77291,Sentence: 2642,더,O
77292,Sentence: 2642,니,O
77293,Sentence: 2642,무,O
77294,Sentence: 2642,슨,O
77295,Sentence: 2642,보,O
77296,Sentence: 2642,이,O
77297,Sentence: 2642,지,O
77298,Sentence: 2642,않,O
77299,Sentence: 2642,게,O
77300,Sentence: 2642,좁,O
77301,Sentence: 2642,쌀,O
77302,Sentence: 2642,로,O
77303,Sentence: 2642,위,O
77304,Sentence: 2642,장,O
77305,Sentence: 2642,했,O
77306,Sentence: 2642,던,O
77307,Sentence: 2642,벌,O
77308,Sentence: 2642,레,O
77309,Sentence: 2642,들,O
77310,Sentence: 2642,이,O
77311,Sentence: 2642,거,O
77312,Sentence: 2642,품,O
77313,Sentence: 2642,을,O
77314,Sentence: 2642,약,O
77315,Sentence: 2642,효,O
77316,Sentence: 2642,과,O
77317,Sentence: 2642,에,O
77318,Sentence: 2642,뿜,O
77319,Sentence: 2642,어,O
77320,Sentence: 2642,내,O
77321,Sentence: 2642,며,O
77322,Sentence: 2642,발,O
77323,Sentence: 2642,광,O
77324,Sentence: 2642,을,O
77325,Sentence: 2642,했,O
77326,Sentence: 2642,더,O
77327,Sentence: 2642,랬,O
77328,Sentence: 2642,다,O
77329,Sentence: 2642,결,O
77330,Sentence: 2642,론,O
77331,Sentence: 2642,오,O
77332,Sentence: 2642,래,O
77333,Sentence: 2642,된,O
77334,Sentence: 2642,약,O
77335,Sentence: 2642,이,O
77336,Sentence: 2642,명,O
77337,Sentence: 2642,약,O
77338,Sentence: 2642,이,O
77339,Sentence: 2642,다,O
77340,Sentence: 2643,왜,O
77341,Sentence: 2643,공,O
77342,Sentence: 2643,산,O
77343,Sentence: 2643,주,O
77344,Sentence: 2643,의,O
77345,Sentence: 2643,를,O
77346,Sentence: 2643,옹,O
77347,Sentence: 2643,호,O
77348,Sentence: 2643,하,O
77349,Sentence: 2643,냐,O
77350,Sentence: 2643,머,O
77351,Sentence: 2643,고,O
77352,Sentence: 2643,이,O
77353,Sentence: 2643,게,O
77354,Sentence: 2644,민,O
77355,Sentence: 2644,주,O
77356,Sentence: 2644,당,O
77357,Sentence: 2644,제,O
77358,Sentence: 2644,발,O
77359,Sentence: 2644,싹,O
77360,Sentence: 2644,다,O
77361,Sentence: 2644,뒤,O
77362,Sentence: 2644,져,O
77363,Sentence: 2644,라,O
77364,Sentence: 2644,존,B
77365,Sentence: 2644,나,I
77366,Sentence: 2644,싫,O
77367,Sentence: 2644,다,O
77368,Sentence: 2645,문,O
77369,Sentence: 2645,재,O
77370,Sentence: 2645,인,O
77371,Sentence: 2645,민,O
77372,Sentence: 2645,주,O
77373,Sentence: 2645,당,O
77374,Sentence: 2645,집,O
77375,Sentence: 2645,권,O
77376,Sentence: 2645,5,O
77377,Sentence: 2645,년,O
77378,Sentence: 2645,일,O
77379,Sentence: 2645,자,O
77380,Sentence: 2645,리,O
77381,Sentence: 2645,파,O
77382,Sentence: 2645,탄,O
77383,Sentence: 2645,부,O
77384,Sentence: 2645,동,O
77385,Sentence: 2645,산,O
77386,Sentence: 2645,폭,O
77387,Sentence: 2645,등,O
77388,Sentence: 2645,출,O
77389,Sentence: 2645,산,O
77390,Sentence: 2645,율,O
77391,Sentence: 2645,0,O
77392,Sentence: 2645,명,O
77393,Sentence: 2645,대,O
77394,Sentence: 2645,물,O
77395,Sentence: 2645,가,O
77396,Sentence: 2645,폭,O
77397,Sentence: 2645,등,O
77398,Sentence: 2645,백,O
77399,Sentence: 2645,신,O
77400,Sentence: 2645,으,O
77401,Sentence: 2645,로,O
77402,Sentence: 2645,사,O
77403,Sentence: 2645,람,O
77404,Sentence: 2645,죽,O
77405,Sentence: 2645,이,O
77406,Sentence: 2645,기,O
77407,Sentence: 2645,멸,O
77408,Sentence: 2645,공,O
77409,Sentence: 2645,단,O
77410,Sentence: 2645,어,O
77411,Sentence: 2645,썼,O
77412,Sentence: 2645,다,O
77413,Sentence: 2645,고,O
77414,Sentence: 2645,토,O
77415,Sentence: 2645,착,O
77416,Sentence: 2645,왜,O
77417,Sentence: 2645,구,O
77418,Sentence: 2645,일,O
77419,Sentence: 2645,베,O
77420,Sentence: 2645,취,O
77421,Sentence: 2645,급,O
77422,Sentence: 2645,진,O
77423,Sentence: 2645,짜,O
77424,Sentence: 2645,셀,O
77425,Sentence: 2645,수,O
77426,Sentence: 2645,도,O
77427,Sentence: 2645,없,O
77428,Sentence: 2645,는,O
77429,Sentence: 2645,많,O
77430,Sentence: 2645,은,O
77431,Sentence: 2645,일,O
77432,Sentence: 2645,들,O
77433,Sentence: 2645,이,O
77434,Sentence: 2645,매,O
77435,Sentence: 2645,일,O
77436,Sentence: 2645,일,O
77437,Sentence: 2645,어,O
77438,Sentence: 2645,나,O
77439,Sentence: 2645,고,O
77440,Sentence: 2645,있,O
77441,Sentence: 2645,음,O
77442,Sentence: 2645,ㅇ,O
77443,Sentence: 2645,ㅇ,O
77444,Sentence: 2646,빨,O
77445,Sentence: 2646,리,O
77446,Sentence: 2646,정,O
77447,Sentence: 2646,권,O
77448,Sentence: 2646,바,O
77449,Sentence: 2646,껴,O
77450,Sentence: 2646,서,O
77451,Sentence: 2646,민,B
77452,Sentence: 2646,좆,I
77453,Sentence: 2646,당,I
77454,Sentence: 2646,새,B
77455,Sentence: 2646,끼,I
77456,Sentence: 2646,들,O
77457,Sentence: 2646,짱,B
77458,Sentence: 2646,깨,I
77459,Sentence: 2646,한,O
77460,Sentence: 2646,테,O
77461,Sentence: 2646,뒷,O
77462,Sentence: 2646,돈,O
77463,Sentence: 2646,받,O
77464,Sentence: 2646,아,O
77465,Sentence: 2646,쳐,B
77466,Sentence: 2646,먹,O
77467,Sentence: 2646,은,O
77468,Sentence: 2646,거,O
77469,Sentence: 2646,알,O
77470,Sentence: 2646,려,O
77471,Sentence: 2646,져,O
77472,Sentence: 2646,야,O
77473,Sentence: 2646,된,O
77474,Sentence: 2646,다,O
77475,Sentence: 2647,이,O
77476,Sentence: 2647,석,O
77477,Sentence: 2647,기,O
77478,Sentence: 2647,사,O
77479,Sentence: 2647,면,O
77480,Sentence: 2647,씹,B
77481,Sentence: 2647,년,I
77482,Sentence: 2647,아,O
77483,Sentence: 2647,ㅋ,O
77484,Sentence: 2647,ㅋ,O
77485,Sentence: 2648,민,O
77486,Sentence: 2648,주,O
77487,Sentence: 2648,당,O
77488,Sentence: 2648,과,O
77489,Sentence: 2648,진,O
77490,Sentence: 2648,보,O
77491,Sentence: 2648,틀,B
77492,Sentence: 2648,딱,I
77493,Sentence: 2648,에,O
77494,Sentence: 2648,게,O
77495,Sentence: 2648,멸,O
77496,Sentence: 2648,공,O
77497,Sentence: 2648,과,O
77498,Sentence: 2648,멸,O
77499,Sentence: 2648,치,O
77500,Sentence: 2648,콩,O
77501,Sentence: 2648,사,O
77502,Sentence: 2648,진,O
77503,Sentence: 2648,이,O
77504,Sentence: 2648,매,O
77505,Sentence: 2648,달,O
77506,Sentence: 2648,당,O
77507,Sentence: 2648,장,O
77508,Sentence: 2648,어,O
77509,Sentence: 2648,제,O
77510,Sentence: 2648,오,O
77511,Sentence: 2648,늘,O
77512,Sentence: 2648,날,O
77513,Sentence: 2648,리,O
77514,Sentence: 2648,는,O
77515,Sentence: 2648,북,O
77516,Sentence: 2648,한,O
77517,Sentence: 2648,미,O
77518,Sentence: 2648,사,O
77519,Sentence: 2648,일,O
77520,Sentence: 2648,보,O
77521,Sentence: 2648,다,O
77522,Sentence: 2648,더,O
77523,Sentence: 2648,위,O
77524,Sentence: 2648,험,O
77525,Sentence: 2648,한,O
77526,Sentence: 2648,전,O
77527,Sentence: 2648,쟁,O
77528,Sentence: 2648,도,O
77529,Sentence: 2648,발,O
77530,Sentence: 2648,임,O
77531,Sentence: 2648,ㅋ,O
77532,Sentence: 2648,ㅋ,O
77533,Sentence: 2648,민,O
77534,Sentence: 2648,주,O
77535,Sentence: 2648,당,O
77536,Sentence: 2648,과,O
77537,Sentence: 2648,진,O
77538,Sentence: 2648,보,O
77539,Sentence: 2648,틀,B
77540,Sentence: 2648,딱,I
77541,Sentence: 2648,에,O
77542,Sentence: 2648,게,O
77543,Sentence: 2648,멸,O
77544,Sentence: 2648,공,O
77545,Sentence: 2648,과,O
77546,Sentence: 2648,멸,O
77547,Sentence: 2648,치,O
77548,Sentence: 2648,콩,O
77549,Sentence: 2648,사,O
77550,Sentence: 2648,진,O
77551,Sentence: 2648,이,O
77552,Sentence: 2648,매,O
77553,Sentence: 2648,달,O
77554,Sentence: 2648,당,O
77555,Sentence: 2648,장,O
77556,Sentence: 2648,어,O
77557,Sentence: 2648,제,O
77558,Sentence: 2648,오,O
77559,Sentence: 2648,늘,O
77560,Sentence: 2648,날,O
77561,Sentence: 2648,리,O
77562,Sentence: 2648,는,O
77563,Sentence: 2648,북,O
77564,Sentence: 2648,한,O
77565,Sentence: 2648,미,O
77566,Sentence: 2648,사,O
77567,Sentence: 2648,일,O
77568,Sentence: 2648,보,O
77569,Sentence: 2648,다,O
77570,Sentence: 2648,더,O
77571,Sentence: 2648,위,O
77572,Sentence: 2648,험,O
77573,Sentence: 2648,한,O
77574,Sentence: 2648,전,O
77575,Sentence: 2648,쟁,O
77576,Sentence: 2648,도,O
77577,Sentence: 2648,발,O
77578,Sentence: 2648,임,O
77579,Sentence: 2648,ㅋ,O
77580,Sentence: 2648,ㅋ,O
77581,Sentence: 2648,민,O
77582,Sentence: 2648,주,O
77583,Sentence: 2648,당,O
77584,Sentence: 2648,과,O
77585,Sentence: 2648,진,O
77586,Sentence: 2648,보,O
77587,Sentence: 2648,틀,O
77588,Sentence: 2648,딱,O
77589,Sentence: 2648,에,O
77590,Sentence: 2648,게,O
77591,Sentence: 2648,멸,O
77592,Sentence: 2648,공,O
77593,Sentence: 2648,과,O
77594,Sentence: 2648,멸,O
77595,Sentence: 2648,치,O
77596,Sentence: 2648,콩,O
77597,Sentence: 2648,사,O
77598,Sentence: 2648,진,O
77599,Sentence: 2648,이,O
77600,Sentence: 2648,매,O
77601,Sentence: 2648,달,O
77602,Sentence: 2648,당,O
77603,Sentence: 2648,장,O
77604,Sentence: 2648,어,O
77605,Sentence: 2648,제,O
77606,Sentence: 2648,오,O
77607,Sentence: 2648,늘,O
77608,Sentence: 2648,날,O
77609,Sentence: 2648,리,O
77610,Sentence: 2648,는,O
77611,Sentence: 2648,북,O
77612,Sentence: 2648,한,O
77613,Sentence: 2648,미,O
77614,Sentence: 2648,사,O
77615,Sentence: 2648,일,O
77616,Sentence: 2648,보,O
77617,Sentence: 2648,다,O
77618,Sentence: 2648,더,O
77619,Sentence: 2648,위,O
77620,Sentence: 2648,험,O
77621,Sentence: 2648,한,O
77622,Sentence: 2648,전,O
77623,Sentence: 2648,쟁,O
77624,Sentence: 2648,도,O
77625,Sentence: 2648,발,O
77626,Sentence: 2648,임,O
77627,Sentence: 2648,ㅋ,O
77628,Sentence: 2648,ㅋ,O
77629,Sentence: 2648,민,O
77630,Sentence: 2648,주,O
77631,Sentence: 2648,당,O
77632,Sentence: 2648,과,O
77633,Sentence: 2648,진,O
77634,Sentence: 2648,보,O
77635,Sentence: 2648,틀,O
77636,Sentence: 2648,딱,O
77637,Sentence: 2648,에,O
77638,Sentence: 2648,게,O
77639,Sentence: 2648,멸,O
77640,Sentence: 2648,공,O
77641,Sentence: 2648,과,O
77642,Sentence: 2648,멸,O
77643,Sentence: 2648,치,O
77644,Sentence: 2648,콩,O
77645,Sentence: 2648,사,O
77646,Sentence: 2648,진,O
77647,Sentence: 2648,이,O
77648,Sentence: 2648,매,O
77649,Sentence: 2648,달,O
77650,Sentence: 2648,당,O
77651,Sentence: 2648,장,O
77652,Sentence: 2648,어,O
77653,Sentence: 2648,제,O
77654,Sentence: 2648,오,O
77655,Sentence: 2648,늘,O
77656,Sentence: 2648,날,O
77657,Sentence: 2648,리,O
77658,Sentence: 2648,는,O
77659,Sentence: 2648,북,O
77660,Sentence: 2648,한,O
77661,Sentence: 2648,미,O
77662,Sentence: 2648,사,O
77663,Sentence: 2648,일,O
77664,Sentence: 2648,보,O
77665,Sentence: 2648,다,O
77666,Sentence: 2648,더,O
77667,Sentence: 2648,위,O
77668,Sentence: 2648,험,O
77669,Sentence: 2648,한,O
77670,Sentence: 2648,전,O
77671,Sentence: 2648,쟁,O
77672,Sentence: 2648,도,O
77673,Sentence: 2648,발,O
77674,Sentence: 2648,임,O
77675,Sentence: 2648,ㅋ,O
77676,Sentence: 2648,ㅋ,O
77677,Sentence: 2648,민,O
77678,Sentence: 2648,주,O
77679,Sentence: 2648,당,O
77680,Sentence: 2648,과,O
77681,Sentence: 2648,진,O
77682,Sentence: 2648,보,O
77683,Sentence: 2648,틀,O
77684,Sentence: 2648,딱,O
77685,Sentence: 2648,에,O
77686,Sentence: 2648,게,O
77687,Sentence: 2648,멸,O
77688,Sentence: 2648,공,O
77689,Sentence: 2648,과,O
77690,Sentence: 2648,멸,O
77691,Sentence: 2648,치,O
77692,Sentence: 2648,콩,O
77693,Sentence: 2648,사,O
77694,Sentence: 2648,진,O
77695,Sentence: 2648,이,O
77696,Sentence: 2648,매,O
77697,Sentence: 2648,달,O
77698,Sentence: 2648,당,O
77699,Sentence: 2648,장,O
77700,Sentence: 2648,어,O
77701,Sentence: 2648,제,O
77702,Sentence: 2648,오,O
77703,Sentence: 2648,늘,O
77704,Sentence: 2648,날,O
77705,Sentence: 2648,리,O
77706,Sentence: 2648,는,O
77707,Sentence: 2648,북,O
77708,Sentence: 2648,한,O
77709,Sentence: 2648,미,O
77710,Sentence: 2648,사,O
77711,Sentence: 2648,일,O
77712,Sentence: 2648,보,O
77713,Sentence: 2648,다,O
77714,Sentence: 2648,더,O
77715,Sentence: 2648,위,O
77716,Sentence: 2648,험,O
77717,Sentence: 2648,한,O
77718,Sentence: 2648,전,O
77719,Sentence: 2648,쟁,O
77720,Sentence: 2648,도,O
77721,Sentence: 2648,발,O
77722,Sentence: 2648,임,O
77723,Sentence: 2648,ㅋ,O
77724,Sentence: 2648,ㅋ,O
77725,Sentence: 2648,민,O
77726,Sentence: 2648,주,O
77727,Sentence: 2648,당,O
77728,Sentence: 2648,과,O
77729,Sentence: 2648,진,O
77730,Sentence: 2648,보,O
77731,Sentence: 2648,틀,O
77732,Sentence: 2648,딱,O
77733,Sentence: 2648,에,O
77734,Sentence: 2648,게,O
77735,Sentence: 2648,멸,O
77736,Sentence: 2648,공,O
77737,Sentence: 2648,과,O
77738,Sentence: 2648,멸,O
77739,Sentence: 2648,치,O
77740,Sentence: 2648,콩,O
77741,Sentence: 2648,사,O
77742,Sentence: 2648,진,O
77743,Sentence: 2648,이,O
77744,Sentence: 2648,매,O
77745,Sentence: 2648,달,O
77746,Sentence: 2648,당,O
77747,Sentence: 2648,장,O
77748,Sentence: 2648,어,O
77749,Sentence: 2648,제,O
77750,Sentence: 2648,오,O
77751,Sentence: 2648,늘,O
77752,Sentence: 2648,날,O
77753,Sentence: 2648,리,O
77754,Sentence: 2648,는,O
77755,Sentence: 2648,북,O
77756,Sentence: 2648,한,O
77757,Sentence: 2648,미,O
77758,Sentence: 2648,사,O
77759,Sentence: 2648,일,O
77760,Sentence: 2648,보,O
77761,Sentence: 2648,다,O
77762,Sentence: 2648,더,O
77763,Sentence: 2648,위,O
77764,Sentence: 2648,험,O
77765,Sentence: 2648,한,O
77766,Sentence: 2648,전,O
77767,Sentence: 2648,쟁,O
77768,Sentence: 2648,도,O
77769,Sentence: 2648,발,O
77770,Sentence: 2648,임,O
77771,Sentence: 2648,ㅋ,O
77772,Sentence: 2648,ㅋ,O
77773,Sentence: 2649,존,O
77774,Sentence: 2649,나,O
77775,Sentence: 2649,황,O
77776,Sentence: 2649,당,O
77777,Sentence: 2649,하,O
77778,Sentence: 2649,네,O
77779,Sentence: 2649,멸,O
77780,Sentence: 2649,공,O
77781,Sentence: 2649,햇,O
77782,Sentence: 2649,다,O
77783,Sentence: 2649,고,O
77784,Sentence: 2649,반,O
77785,Sentence: 2649,응,O
77786,Sentence: 2649,이,O
77787,Sentence: 2649,저,O
77788,Sentence: 2649,럼,O
77789,Sentence: 2649,ㅋ,O
77790,Sentence: 2649,ㅋ,O
77791,Sentence: 2650,진,O
77792,Sentence: 2650,짜,O
77793,Sentence: 2650,민,O
77794,Sentence: 2650,주,O
77795,Sentence: 2650,당,O
77796,Sentence: 2650,새,B
77797,Sentence: 2650,끼,I
77798,Sentence: 2650,들,O
77799,Sentence: 2650,미,B
77800,Sentence: 2650,친,I
77801,Sentence: 2650,놈,I
77802,Sentence: 2650,들,O
77803,Sentence: 2650,아,O
77804,Sentence: 2650,냐,O
77805,Sentence: 2650,공,O
77806,Sentence: 2650,인,O
77807,Sentence: 2650,의,O
77808,Sentence: 2650,위,O
77809,Sentence: 2650,치,O
77810,Sentence: 2650,에,O
77811,Sentence: 2650,있,O
77812,Sentence: 2650,는,O
77813,Sentence: 2650,놈,O
77814,Sentence: 2650,들,O
77815,Sentence: 2650,이,O
77816,Sentence: 2650,자,O
77817,Sentence: 2650,국,O
77818,Sentence: 2650,기,O
77819,Sentence: 2650,업,O
77820,Sentence: 2650,을,O
77821,Sentence: 2650,불,O
77822,Sentence: 2650,매,O
77823,Sentence: 2650,운,O
77824,Sentence: 2650,동,O
77825,Sentence: 2650,을,O
77826,Sentence: 2650,선,O
77827,Sentence: 2650,동,O
77828,Sentence: 2650,하,O
77829,Sentence: 2650,는,O
77830,Sentence: 2650,미,B
77831,Sentence: 2650,친,I
77832,Sentence: 2650,집,O
77833,Sentence: 2650,단,O
77834,Sentence: 2650,윤,O
77835,Sentence: 2650,석,O
77836,Sentence: 2650,열,O
77837,Sentence: 2650,찍,O
77838,Sentence: 2650,어,O
77839,Sentence: 2650,서,O
77840,Sentence: 2650,니,O
77841,Sentence: 2650,네,O
77842,Sentence: 2650,들,O
77843,Sentence: 2650,찢,B
77844,Sentence: 2650,어,I
77845,Sentence: 2650,버,I
77846,Sentence: 2650,린,I
77847,Sentence: 2650,다,I
77848,Sentence: 2651,틀,B
77849,Sentence: 2651,딱,I
77850,Sentence: 2651,들,O
77851,Sentence: 2651,이,O
77852,Sentence: 2651,스,O
77853,Sentence: 2651,타,O
77854,Sentence: 2651,벅,O
77855,Sentence: 2651,스,O
77856,Sentence: 2651,구,O
77857,Sentence: 2651,매,O
77858,Sentence: 2651,운,O
77859,Sentence: 2651,동,O
77860,Sentence: 2651,한,O
77861,Sentence: 2651,다,O
77862,Sentence: 2651,고,O
77863,Sentence: 2651,자,O
77864,Sentence: 2651,리,O
77865,Sentence: 2651,차,O
77866,Sentence: 2651,지,O
77867,Sentence: 2651,해,O
77868,Sentence: 2651,서,O
77869,Sentence: 2651,틀,O
77870,Sentence: 2651,니,O
77871,Sentence: 2651,쉰,O
77872,Sentence: 2651,내,O
77873,Sentence: 2651,풍,O
77874,Sentence: 2651,기,O
77875,Sentence: 2651,면,O
77876,Sentence: 2651,진,O
77877,Sentence: 2651,짜,O
