,text
0,"병신같은 보빨남, 페미돼지년들 이악물고 주작 주작ㅋㅋ 응애~~~~ㅠㅠㅠ"
0,이 글 쳐올리려고 거짓 나눔글 올림?? 니놈새끼가 더 인간 이하 같은데..
0,-홍-
0,"이재명이든 윤석열이든 가불기라 나라 좆됨 ㅋㅋㅋㅋㅋㅋㅋㅋ

이재명이든 윤석열이든 가불기라 나라 좆됨 ㅋㅋㅋㅋㅋㅋㅋㅋ

이재명이든 윤석열이든 가불기라 나라 좆됨 ㅋㅋㅋㅋㅋㅋㅋㅋ"
0,이때양민이 차라리 나았음
0,걔들은 자원해서 간거니까 주면 안되지. 물론 강제로 끌려간 군의관이면 그렇게 하고
0,여주 진짜 못생겼네 서강준 봉사하는 기분일듯
0,근데 2는 전형적인 남은 예산 털어내는 방식으로 쓰인거보니 없애도 되긴할 듯.
0,이번에 됐는데 시발 나도 겪을까봐 무섭다
0,우익사쿠라 한국에서 꺼져줘~
0,서핑 좀 하셨나베?
0,여자는 살찌면 성격도 난폭해지더라
0,"남페미 특 : 저짓하니까 지가생각하기에는 남여불평등 있는것처럼보임
반페미특 : 남여 평등하다고 생각하면서 자라왔는데 여자한테만 혜택줘서 분노함"
0,응 윤석열 찍어서 폐지시킬거야~
0,근데 실제로 외국 k-pop 팬들 그런 한남들 기대하고 한국와서 절망하긴 함 ㅋㅋㅋ
0,"제가 어릴때부터 고립을 겪었는데 그 상황때문에 현실에서도 잘살아가지못하고있습니다
누가 제 연줄이 되어주실분있나요
제가 어떤것으로 진입하는게 너무 이질적입니다
제발 도와주세여
한걸음 한걸음 옮겨가도록 도와주세요
12년간 혼자인거 탈출하고싶습니다
부산입니다
카톡 아이디 h a n s i n "
0,진보대학생 룸싸롱에서 물뺄동안 2030세금 좆빠지게 낼예정임 ㅇㅇ
0,보배드림 평균
0,병신은 너지 상병신아ㅋㅋㅋ 호랑이가 더 센거 맞거든 ㅋㅋㅋㅋ
0,응 조선족 어서오고
0,와 40대 여자를 누가 데려갔지;;;
0,댓글에서 여시티 나는거봐라 사내새끼가 저런 말투였으면 으..
0,사랑찾아 떠난사람한테 왠시비?? 사랑하는사람 생기면 거기로가는게 당연한거아닌가? 네뇬들은 엑소좋아하다 방탄으로 옮겼다가 워너원으로 갔다가 요지.럴들 하면서 남이하면 불륜이야?!
0,ㄹㅇ 애미디진 좆팔육 새끼 씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,뭐냐 저 말투는
0,글 수준 딱 주공아파트 살거같노 ㅋㅋ
0,아파트 하나만 무너져도 집이 없어지는 인간이 몇명이냐 도대체 ㅋㅋㅋㅋㅋㅋㄹㅇ 아파트는 보면볼수록 시발 개쓰레기같네 ㅋㅋㅋㅋ
0,개센징들은 문재앙 이재명이 딱 어울리는 지도자들이다
0,돈 안주니까 폐급들이 나오는거지 병신아
0,과몰입하는거 보니 드라마 자체는 잘 만들었나보네
0,씨발 짱꺠새끼
0,좆만한 미사일 고속함
0,와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 얼굴 함 보고싶네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 원조 틀딱체 진짜 개지린다
0,여자 따먹고 다니다 스윗 한남 행세하는 대깨 한남이 왜이러시나 ㅋㅋ
0,민주화 운동이노 
0,니가 '군생활' 논할 입장은 아니지 않을까?
0,돼지뱐태 천생 아줌마 지 어미 닮아 돼지년이지 뭐??????
0,부총리하다가 좆같은 짓거리하니까 싸우고 사표 쓰고 나온건데 뭔 개소리노 병신새끼야 ㅋ
0,악플 별로 없는데 광신도들 또 극성떠네 자기들이나 악플 달지말지ㅉㅉ 내로남불 광신도들 너네나 잘하세요
0,결론=허락받아 쓰는 돈
0,오이형 사진 좇같은거 가져다가 붙여놨네ㅋㅋㅋㅋㅋ 
0,뚱뚱하긴 해도 그래도 애가 진솔하니 착하더라 문재앙 마누라같이 돼지백정 같은 년이 가식적이고 인성도 안좋으면 미울텐데 국주는 밉싱은 아니더라
0,"팩트: 성인지예산 세부내역: 장애인활동지원 1.2조, 노인 일자리 빛 사회활동 지원 1.1조, 아동수당지급 2.2조, 영유아보육료지원 3.4조, 사회보험 사각지대 해소 1.1조, 모성보호 육아지원 1.5조, 다가구 매임 임대 출자 1.7조, 신성장기반 자금 융자 1.3조, 창업기금 자금 융자 2.5조, 소상공인 지원 융자 2.2조."
0,야이씹년아 성인지교육 ㅇㅈㄹ하면서 강사고용 지원하는건 교육부에서 하니까 괜찮다고 해주길바람? 여가부 호주머니에서 나가나 교육부호주머니에서 나가나 어차피 페미 보짓구녕으로 들어가는건 똑같은데 씨발럼이
0,갑자기 시발 막판에 소설되버리노 씹거 괜히읽엇다 
0,이준석 말고는 다 적이지 ㅋㅋㅋㅋㅋ 니들 야갤념 씹창내면 씹창낼수록 대깨윤 대깨준 거부감존나들어 이새끼들아 ㅋㅋㅋㅋㅋ
0,"ㅋㅋㅋㅋ짱깨 욕할수준되냐
ㄹㅇ 리틀 짱깨새끼들"
0,"남은 멤버도 한 명 빼곤 뭐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 한 명은 대학교 일에다, 한 명은 명품시계구걸 삽질한번씩햇잖아? ㅋㅋㅋㅋㅋㅋㅋ 씨엔블루 그냥.. 망테크짘ㅋㅋㅋㅋㅋ"
0,"돼조이 얼굴 개빻았고 표정은물론 발성,발음 다 질질새고 눈 게슴츠레뜨는거 극혐임"
0,"분양가 상한제나 좀 없애라
판매가를 고정시켜놓으니 마진챙기려면 원가빼는짓만 하는거지"
0,모자이크 위아래 바꼇노 시발아
0,그저 좆냥이 새끼들일뿐 ㅇㅇ
0,죄다 씨발 보지련아
0,남자 하나 잘 물은 에이급 술집언니같아. 나두 진심으로 키가 컸으면 호스트하겠다. 얼굴은 마츠모토준 황찬성 닮았다고들 그러네.
0,네가 뭔대 입대시기를 맘대로 조절해?...윤두준도 그렇고 언제 입대 할줄도 모르는데 드라마 출연 생각하는 자체가 상당히 오만하다..
0,니가 직접 예산 집행 항목 보면 알겠지만 진짜 성평등이 어쩌고 하는 내역은 거의 없다 병신아ㅋㅋㅋㅋㅋㅋㅋ 페미 예산 다 합쳐봐야 1천억도 안될텐데 당연히 이 좆도 쓸모없는 예산은 뺏는게 맞지만 고작 그거 가지고 수조원 필요한 군인 월급 인상을 한다? 전형적인 찢식 포퓰리즘인데 찢이 하는건 개소리고 윤이 하는건 현실성 있는 공약이냐?ㅋㅋㅋㅋㅋㅋ
0,뭐 언제부터 인기 연애인으로 활동했었다고...관심고 없으니 니 말대로 빨리 은퇴나해라...짜증난다.
0,218.53 너 병신새끼야 내가 뭔 말하는지도 무슨 논지인지도 파악못했지??? 파악했으면 저런 개 저능아같은 드립 칠리가 없는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,월급올려준다해도 내부총질 개지랄 이러니까 이대남들이 개병신취급을받지
0,성인지 업무도 다른부가 더한다는 소린데 대체 존재 이유가 뭐냐 
0,ㄹㅇ 지 아들하나 간수 못하는 병신새끼
0,뒤돌아보는 각독 개 폐급인데 왜 자꾸 저 포즈 시키노 좆같네
0,눈먼돈으로 뱃살불렸노 씨발 폐보지들 ㅋㅋ 
0,뭔 초등학교 반장선거도 아니고ㅋㅋㅋㅋ 저거에 혹해서 찍어주는 놈은 병신 인증이다 
0,팡주새끼들 철근 얼마나 빼 먹은거냐?ㅋㅋ
0,반값등록금이니 좆같은 세금 없애고 병사 월급 500만원씩 줘야됨 어떤 병신들은 미군도 그렇게 못받는다고 하는데 미군은 월급뿐만 아니라 혜택 존나 많이 받고 300따리 받는거랑 좆도 혜택없고 몸병신되도 치료비 자비 부담해야하는 개조선 병사들은 500만원 받는걸로 퉁쳐야지 머 어쩌겠노 개조선에 태어난게 잘못이지 근데 안함 왜냐 가난한 자들이 부자다 되는걸 극도로 싫어하거든 ㅋ
0,요즘 2030이 느그들처럼 당만 보고 뽑는줄아냐 병신틀딱새끼야
0,방구석 찐따새끼들 이악물고 아득바득 ㅋㅋㅋㅋㅋ
0,"니들은 모르는지만

건설 노조 분들은 비 노조 관련 장비나 조종수 같은 인력 쓰시면

공사 못하게 지랄 염병남

그 분들이 몸값 졸라 올려치시고

저따위로 만드심 ㅋㅋ"
0,오초희님 잘못한거 없습니다!!! 수지도 한남충한테 마녀사냥당한거 아시죠? 한남충 수준 그러려니하고 그냥 개무시하세요
0,그동안 말도안되는 표풀리즘 개지랄 할바엔 병사월급 200이면 국가와 민족을 위한 진정한 복지라고 봐야하는거 아님?? 여가부 성인지 예산이면 병사 연봉 1억도 가능한데??
0,뭐래병신 다이다이 붙이면 8:2로 갓랑이가 이기는거 이미 생물학자선에서 정리끝난지가 언젠데
0,나이먹고 왜저래;
0,근데 목소리 지리긴하더라19187영화
0,ㅇㅇ(223.62) / 세상에서제일 열등한 왜소체격에 여유증장애 나라세금 걷어다가 치료받는 남성호소인 루저장애인이 해외만나가도 고기두루치기처럼 얻어터지고 바지에오줌싸는 한남주제에 여자앞에서 힘자랑하면서 으씨대는거봐 ㅋㅋㅋ 여자가 다리사이 한대걷어차주면 피거품보글보글물고 골로갈 병신 열등한 남성호소인.
0,그러게 근데 작년 재보궐은 왜 개새끼마냥 뚜들겨 맞으셨어요?
0,야 신인이라며 ㅋㅋ 실수할 수도 있지 아이유 노래 잘하는데 유희열의 스케치북 나가서 음이탈 한적 있었다 아무튼 실수는 누구나 하는건데 이걸 비꼬는 놈들은 도대체 뇌에 머가 들어감?
0,꼬랑내나는 발따위가 사진이라네 개웃김
0,ㅋㅋㅋ위스플 제외한 한연생을 찍으면 되지 뭔 개소리냐 ㅋㅋㅋㅋ
0,사실이든 아니든 돈은 쳐벌겠다이거네ㅡㅡ 그렇게 안봤는데 개실망
0,찢재명이야말로 현실성 존나없음 ㅋㅋㅋㅋㅋㅋ 좌빨새끼들 레파토리가 돈 어디서 마련하냐고 그러면 무조건 재벌한테 무한대로 삥뜯는다 하더니 이제는 지들도 엮이니까 국가부채 늘리면된다 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,좆까 씨발 ㅋㅋㅋㅋㅋ 쟤네한테 들어가는 1조? 씨발 10원도 아까워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
0,ㅋㅋㅋㅋㅋ 저런 인간들이 국정을 논하고 있으니 성공한 케이스가 없지. 장하성도 빤스런 했지? 김수현도 빤스런하고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 방역도 씨발 안봐도 훤하다 . 국민들 그만 괴롭히고 짐이나 싸라
0,굶주린게 아니라 당연한거 못받으니 좃같은거지 병신 빡대가리 노예세끼야 ㅋㅋ 굶주렷으면 알바를하지 군대를 가겟냐 등신세끼야 ㅋㅋㅋㅋㅋ
0,4대강 예산 씨부려봐 씨발년아
0,사자 갈기 좆같지다 진짜 마이크주면 샘라이더급 존나 고음발성 나올거같음
0,이종석 아무리봐도 대가리가 맹구던데
0,이새끼도 찢이랑 다를바 없어졌네 급하니까 막 뱉는구나 씨발
0,트럼프나 프란치스코교황까지 빨갱이로 만드네ㅋㅋ대체 뭘 쳐먹었길래 다른세상을 살고있는지ㅋㅋ
0,아쉽다 ㅋ 다짓고나서 무너졋으면 통쾌햇을텐데
0,운동권 새끼들 나라운영 진짜 개좆같이 했구나 장하성 이 샌님새끼 최저임금 올리면 내수가 살아나니 좆지랄 하더니 지금 짱개에서 뭐하고 숨어있냐? 최저임금만 올린다고 내수 살아날거면 최저임금 한 10만원씩 하지 그랬어 미친놈들
0,아니 건물이 무너졌다는글에도 반일국뽕 댓글이 있네 ㅅㅂ ㅋㅋㅋㅋㅋ
0,좆간 치악력 기네스에 442키로까지나옴 좆간은 개인차가 매우큼
0,조선 살면서 왤케 화가 많냐... 아니 도시미관 좆박은 조센 살면 얘처럼 심성이 뒤틀리는건가
0,씹 ㅋㅋㅋㅋㅋ
0,꼴랑14키로..140키로가 아니고 ...ㅋㅋ
0,박원순·변창흠 태양광 사업 몰아준 업체 3곳은 '운동권 회사'
0,집사부일체에 사부로 애들 잠깐 양념으로 나오는건 그렇다쳐도 이영애 양심이 있는여자냐 이주일을 지 애들로 채우네 니 애들이 사부냐 해도 너무한다 사부는 개뿔 연예인 그리 했으면 진짜 사부 노릇을 해야지 양심불량
0,한녀 능지 확실하노 ㅋㅋㅋ
0,아따 군인한테 돈주는건 허벌나게 아깝지만 성인지예산이니 뭐니해서 여성단체에 돈뿌려대는건 옳당께요? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,김제동 역겨워 저런인간이 7억 연봉 지나가는 개가웃을일..선동 꾼 시청룬 1프로로 부끄럽지도않냐? 7억이
0,저런사진 안봐도 몸매좋은거 알아요 오히려 숨길때 더 매력있죠 티내니까 자랑하는거 같아 이미지 별로네 다른 연얜이랑 다르게 지적이고 통역사라 좋았는데 몸매자랑하는 이미지 깨네요
0,정신병자 미친여자 하나때문에 이게 무슨 망신이냐??
0,재앙이도 리명박근혜 탓하던데 비슷한건가 ㅋ
0,진짜 씨발 거북유방단새끼들이 영국남자와꾸를 까네ㅋㅋㅋㅋ 이새끼들 진짜 돌아버렸냐?
0,성수대교 붕괴사고랑 삼풍백화점 사고무렵에 지어진 아파트들이 ㄹㅇ 튼튼함
0,비주얼이 지못미... 어쩌냐..
0,"진짜 문제는 비용때문에 처음부터 다시짓는게 아니라
대충 정리하고 남땜하듯 부셔진부분 수리하고
다시 짓는다는것
겉으론 멀쩡히 완공되겠지만 존나 불안한폭탄같은
아파트되는거임
장담하는데 저거 새로안짓고 그냥 대충수리해서
겉에덮고 분양한다 "
0,응 느그아들~ 응 자살~
0,맞말을 해도 내부총질 ㅈㄹ하면서 추하다는 이대남 ㅋㅋㅋㅋ 페미랑 다를게 없는데 누가 추한걸까? ㅋㅋ 맞말을 해도 내부총질 ㅈㄹ하면서 추하다는 이대남 ㅋㅋㅋㅋ 페미랑 다를게 없는데 누가 추한걸까? ㅋㅋ 맞말을 해도 내부총질 ㅈㄹ하면서 추하다는 이대남 ㅋㅋㅋㅋ 페미랑 다를게 없는데 누가 추한걸까? ㅋㅋ
0,"요즘 어차피 남자 입장에서 이혼은 하나도 흠도 아니니까..고부갈등 생기는거 보면 무조건 늬들 애미 편 들어라..계집년 편들지 말고..그래서 계집이 숙이고 들어오면 잡히는거고, 개기면 그년은 어차피 엇나간 년이니까 방생하고."
0,ㄹㅇ 조선족들 개더럽다는데
0,아오 씨발 진짜
0,개병신자제 개병신건축법 이 지랄인데 땅값만 병신같이 높아서 저따구로 지어도 몇억은 받아쳐먹고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그저 훠훠
0,"개씹좆빠는 날조 자료 퍼트리다가 팩트로 논박 당하고 깨갱하는 좆주당 찢갈이 병신 수준ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
개씹좆빠는 날조 자료 퍼트리다가 팩트로 논박 당하고 깨갱하는 좆주당 찢갈이 병신 수준ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
개씹좆빠는 날조 자료 퍼트리다가 팩트로 논박 당하고 깨갱하는 좆주당 찢갈이 병신 수준ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
0,좆랑이 정배 좆자 역배
0,좌파 지지
0,ㅈㄹ하고있네 븅신 게임안하는 틀딱쉑
0,메이드 인 코리아 >= 메이드 인 차이나
0,더치페이 안하고 가슴 계란후라이만한 김치년은 그냥 한번 먹고 버려라....메갈워마드 100%다
0,아직도 티비속 화면으로 성격판단하는 멍충한분들이 많네..ㅋㅋ
0,위에서 뭐 떨어졌나? 어떻게 저렇게 부서지지
0,한녀들 성형 안한 자연 외모로는 일본녀에 상대 못한다. 한녀들이 성형해서 눈크고 얼굴작게 하는데 일본녀는 원래 눈크고 얼굴작은게 베이스다.
0,박얘쁜 저분인거 백퍼고 또 한분은 급식때부터 생수머신드립을 치시고 ㅋㅋㅋㅋ 걍 노답인데 뭘 아프다니까 불쌍하다고 냄비들처럼 난리냐 ㅋㅋㅋㅋㅋㅋ 걍 쟈들은 노답들만 모인그룹이야 일진들 골라서 만든 양아치여자아이돌 ㅇㅇ
0,아이파크도 저정도면 개좆센 아이파크미만아파트들은 얼마나 븅신이라는 소리냐 wwww 대일본제국 건설기술의 반만 따라가봐라 ㅉㅉ
0,씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 좀 믿을만하게 써봐라
0,저기 주상복합이라 기둥식이다
0,힐링욜로 싸물고 처놀다가 30대 지나서 요즘 한남들 경계심 높아져서 결혼은 못하겠고 통장은 텅텅 비었고 살곳 부족해서 미혼녀들끼리 쉐어 하우스 들어가서는 환경 ㅈ같으니까 정부에 지원좀 해달라고 떼쓰는 거지새끼들?
0,ㄴ뭐 병신아 땅덩어리가 존나 좁으니 배우판도 좁아서 맨날 쓰던놈 쓰는거 팩튼데
0,이번에 넷플에 디카프리오 주연 영화 새로 나와서 봤는데 ㄹㅇ 개시발이던데 코미디영환데 존나 노잼임
0,"뻔하느니 질리느니 시발 ㅋㅋㅋ 거기 누벫버그인가 거기 갤러리 애들이냐? 송강호 빼고 딴놈 넣으면 그때 ㄱ깨닫겠지 ㅋ ,"
0,난 얘 별로던데.. 뭔가 좀 이상해.
0,병사만 200만원주면 끝이다 라고 생각하는 새끼 = 미필공익 정신병 면제
0,이게 포퓰리즘이 아니면 뭐냐? 무슨 나라 재정이 시뮬레이션 게임도 아니고 한순간에 저렇게 뒤바꾼다?
0,근데 병사 월급이 200이면 다른 직업 군인들 월급은 어케되는거임? 하사 중사 이런사람들 진짜 개좆같을거같은데
0,재수 많은년
0,쾌속떡밥회수가 나름 뛰어남
0,구혜선.. 더러운 뱀같은 구차스런 에휴.. 얍삽한년 바짓가랑이 붙잡고 늘어지는 방법이 차암 천박해 ㅉㅉ
0,121.148 광주 서구 씨발 전라도 홍어새끼야ㅋㅋㅋ
0,역시 전라도 ㅋㅋㅋ 우덜식 시공 우덜식 설계 ㅋㅋㅋ 전라도 정권인데 전라도 건설사에서 좀 해먹는다고 큰일 나겟노?ㅋㅋ
0,ㄹㅇ 제발 7이나 8 정도 되는 지진이 한국 치면 좋겠다 조센 초기화 가능성 ㅇㅇㅋㅋㅋㅋㅋ
0,애드시런은 진짜 약빤 고블린처럼 생겼노
0,야이 병신아 애초에 모병제 타령은 홍준표가 먼저했어
0,거기서 박씨는 빼라 신혜선이 다 먹여살린거고 박씨는 차려진 밥상에 숟가락 하나만 들고 온 뻔뻔한 도둑년인데
0,이성욱 아까 사진 실렸는데 꼬랑내 날거같아보여
0,오히려 이게 더 큰 문제인데 이걸 옹호라고 들고 온 지능부터 문제고 어휴씨발
0,얘는 페미예은이 똥차타령했는데 지금 경리랑 연애중이라니 언냐들 당연히 부들부들하지 ㅋㅋ 베댓 인지부조화 꼬라지들 봐라 ㅋㅋㅋㅋ 응 고소장 곧 가니 기다려~
0,"상인비예산, =패미선동비용 "
0,좆팔육새끼들 진짜 제일 음흉하다
0,"ㄹㅇ 그런말 썼을때 ㅂㅅ취급을 바로 받아야 하는데 ㅋㅋ
아직은 다수가 '남자가 쪼잔? 쪼잔한 남자는 ㅂㅅ지' 라고 생각부터 함 ㅋㅋ
남자한테 쪼잔 프레임 씌우는게 ㅂㅅ짓이란거 생각좀했으면
여자한테 이제 순결 프레임 안씌우는게 대세인데"
0,성인지 예산이 정확히 어디 쓰이는지도 모르는 새끼들이 여가부 없애면 36조가 남는다고 철썩같이 믿는 꼬라지가 존나 웃기네 진짜ㅋㅋㅋㅋㅋㅋ 그 예산이 진짜 개병신 시민단체들이 타먹는 눈 먼 돈만 있을 거라고 생각하는거면 당장 부처별 예산안 들어가서 성인지 예산 용도 확인이나 해봐라 병신들아ㅋㅋㅋㅋㅋ
0,장애인이라서 그런지 울때 표정이 안찡그려지는듯
0,조만간 UFO 찍히면 재밌겠다
0,신사와아가씨들 지현우 VS 펜트하우스 김소연부터 배우부터 한남배우는 ㅎㅌㅊ고 한녀배우는 ㅅㅌㅊ임 한남들아
0,팩)트 200주고 남는다
0,왜 하필 이때 폭로 하는걸까? 3년이나지나서 제2의 전성기가 오는시기에 바로하면되지?이상해 폭로한여자도 수상하고. 혹시 돈? 강지환이여자들처럼 합의금? 그런데 나가면 돈일수도 ???
0,산이형 응원해 평생여자한번 못만나본 ㅂㅅ신경쓰지마
0,아이 씨발 간부 월급 올릴거면 걍 병사들 딱 최저만 줘라 애미뒤졌냐
0,저거 분양한놈들 똥줄타겠노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,이새기 결국 한여잖아 나중에 미투짓 할게뻔하지
0,별 커리어도없는여자가 집안빵빵하고 감독이란 호칭다니까 세상무서운줄모르겠지???인스타는 안가봤지만 뻔하겠지뭐 각종 헤례허식으로 가득차있겠지뭐
0,그 여자 완전 또라이네. 또라이 잘못 건들여서 고생하네요
0,애초에유재석은 우리나라개돼지국민서으로나좋아할수있는인간상이고 개뿔재미도소신도없이게스트들빨아주는걸로 오래해먹었지. 돈도많이챙기면서매회이렇게지루하게진행하기도쉽지않음
0,나는 못받았는데 씨발! 하고 물고늘어지기만 하면 사회라는게 발전할수가 없다
0,본넷 열고 허리숙이고 엔진룸보는 자세에서 뒤에서바로 벨트풀고싶었다 물론 팬벨트
0,이 ㅄ들 똥양인이든 뭐든 영국이 ㅄ 너드 같은 외모가 많잖아. 섬 처럼 되어있어서 그런가?
0,자 닥치고 폐지 드가자 ~~~~~~~~~~~~~
0,중국이랑 한국은 대부분이 비슷한데 거기다가 놀랍도록 비슷한게 빨리빨리민족성임 중국애들 아파티 1주일안에 짓는걸 존나자랑스러워하더라 한국도 지들이 빨리빨리하는걸 자랑스러워하는데 존나 쓸데없는 습관임
0,"지랄도 풍년이다. 문재앙이 과거사로 사사건건 시비거니 아베가 빡쳐서난 사단인데, 애먼 여행객 한테 왜 지랄들이냐? 아예 공항도 폐쇄하고, 뱃길도 끊지 그러냐?"
0,미필 좆급식 실베충
0,박나래 저사각턱이?? 방송사고급 표현 아닌가
0,거북유방단 팩폭 맞고 부들거리노 ㅋㅋㅋㅋ
0,"이새끼들 눈까리 삐꾸에 독해능력 장애인 새끼들밖에 없나 ?

1. 성인지 예산 35조가 여가부에서만 쓰는거 아님. 각 정부 부처에서 나눠서 쓰는거

2. 또한 성인지 예산 35조라는게 무슨 여성들만을 위해 쓰는게 아님.
노인복지,일자리사업,어린이복지사업 같은데 쓰이는거임(국방부 군인복지에도 쓰임)"
0,비슷한 시기에 지어진 도쿄역 아직도 잘쓰는중 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,좆팔육새끼들 여자 강간하고 떼씹하던거 못잊어서 저 지랄
0,ㅇㅈ ㅋㅋ
0,"정보) 그 성인지 예산에 대한 조사 및 판단을 여성부 장관이 하지만, 당연히 지가 혼자 다 할수가 없겠지?"
0,수임이 너무 단순 무식하다. 남의 마음 따윈 안중에도 없음.
0,근데 그냥 여가부예산만늘린 좆주당은 당연히 안찍겟죠?
0,성재기 말고 스윗한남 틀딱새끼들이 뒤졌어야 했는데 
0,고기방패 ㅇㅈㄹ 하는거 보니 성별 확실하노
0,놀고있네ㅡㅡㅋ 관리도 안해놓고 믄 기억 살아있을때 잘하지
0,수병 미달인데 누가 배탈려고하냐 ?ㅋㅋㅋㅋ ㅋ대가리에 총맞은 새키아닌이상 절대 배안타지 배타면 인생좆되는데
0,짱깨도 아니고 시발 요즘시대에 어우
0,화사같은 얼굴이 어떻게 아이돌이고 연예인일 수 있지?
0,다이어트를 해도 머리크기는 어떻게 할수가 없구나....
0,응 전라도는 전라도 건설하청이해서 그래 ^^
0,찌질이들 보기싫음 안보면 될것을 보면서 찡얼대네 모지리들 ㅋㅋ 왜사냐 모지리들아 ㅋㅋ
0,울산사는 새끼들은 놀게 없으니까 놀때는 이 악물고 부산까지가서 놀더라
0,좆끼리는 간지가 안 나
0,어디지역이라구? 
0,망원동 옥탑방에 살다가 돈좀 벌고 옆에 마누라입김넣고 살만 해지니 슬슬 욕심이 생기나보네. 육중완. 남도 아닌 같은 팀 멤버들 가슴상처주고 넌 잘될꺼같지? 고스란히 너도 어려움 받을꺼다. 육 돈 밴드~~
0,울산 징징징 새기들 지랄났네 진짜
0,"ㅂㅅ들 또발광한다 대리기사 나이가안나왔고
50이라해도 일반화시켜버리는 어린꼰대충들
이런 낮은 지능으로 어떻게사냐.
이논라묜 여친. 어머니. 여친동생죽인 감태현25세
모르는여자어머니랑 동생죽인 이석준25세
20대는 전부 여자죽이는 살인마냐 배충이들아
갬으로패드립장착 배민으로 ㄸ배징착
버러지만도 못한 인성들ㅋㅋㅋㅋ"
0,임신한 신성한 몸에 웬 비키니넘 몰상식해 보여요
0,붕괴가 아니고 민주화 운동이랑께
0,애 살좀 빼야겠다
0,유아인+유시춘+ 마약 밀반입 유시춘 아들 = 믿고 거른다.
0,멸공 한번 외칠때마다 좌빨 북한간첩 좆주당 대깨문 찢갈이 죽는다면 5조5억번 외칠수도 있다
0,팩트)) 폰 하나로 저런 문제 싹 사라짐 ㅇㅇ
0,일본제 독일제가 세계적으로 인정받는 이유가있지..
0,미국탓이랑께!
0,응 여가부 시민단체 통일부 예산 좀만 줄여도 충분히 가능해 화간 난 진보틀딱들 ㅂㄷㅂㄷ ㅋㅋㅋㅋ
0,"팩트) 병사 월급 200만원 공약 올리자마자 윤석열 지지율 급등하고 1위 탈환함 -> 2030 세대들 병사 월급 200만원에 전부 찬성한다고 보면 됨
팩트) 병사 월급 200만원 공약 올리자마자 윤석열 지지율 급등하고 1위 탈환함 -> 2030 세대들 병사 월급 200만원에 전부 찬성한다고 보면 됨
팩트) 병사 월급 200만원 공약 올리자마자 윤석열 지지율 급등하고 1위 탈환함 -> 2030 세대들 병사 월급 200만원에 전부 찬성한다고 보면 됨
팩트) 병사 월급 200만원 공약 올리자마자 윤석열 지지율 급등하고 1위 탈환함 -> 2030 세대들 병사 월급 200만원에 전부 찬성한다고 보면 됨"
0,결혼했으면 여자가 애를 낳고 대를 이어야지 요즘 여자들은 무슨 생각으로 결혼을 하려는지 모르겠다. 남자 등꼴 빼먹을 생각뿐인가?!
0,특별히 잘하는거 이쁜거 하나없이 운이 좋은 배우.
0,성인지 예산에 35조 쓰는거 지적하니 이제 말꼬리 흐트러뜨리노 이게 선동날조의 모습 ㅋㅋㅋ
0,"윤석열 뽑고 군대월급 만원, 핸드폰 사용금지,
군대 갔다온게 자랑스러운 자유민주주의 대한민국 만들자 "
0,"지금은 간혹 선임이 후임을 상대로 가혹행위를 잠깐 하는 선에서 그치는데 2000년대 초반 군대는 폭행, 성추행이 만연해 있었음.... 선임과 축구하다가 갑자기 쎄게 날아온 공에 후임이 명치맞아 급사하는 사례도 있고, 한밤중에 후임을 화장실에 끌고가서 때리다가 머리 다쳐서 뇌진탕으로 급사하는 사례도 있고, 선임이 후임 정강이를 다리로 쎄게차서 크게 다치는 사례도 있고 별별 사건이 터졌음."
0,왜 ㅅㅂ 점점 중국처럼 되고있냐 사회가 
0,아무리 싼티가 나 보여도 솔직하게 말하지 맙시다
0,입주하고 무너졌으면 삼풍보다 사망자 더 나왔겠네. 건설사 놈들 슈킹을 해도 탈이 안나게 슈킹을 해야지
